algorithm,eps,size,run_id,error_pct,runtime_sec
PTAS,0.5,10,10,0.0,0.0019826889038085938
PTAS,0.8,10,10,21.574032483686775,0.0001010894775390625
Greedy,,10,11,5.219293197212756,1.1920928955078125e-05
PTAS,0.2,10,11,0.0,0.0025064945220947266
PTAS,0.5,10,11,6.563569240369277,0.00011205673217773438
PTAS,0.8,10,11,5.219293197212769,6.198883056640625e-05
Greedy,,10,12,2.8331555942278888,1.8358230590820312e-05
PTAS,0.2,10,12,0.0,0.004232168197631836
PTAS,0.5,10,12,0.0,0.0034062862396240234
PTAS,0.8,10,12,12.798855970394559,9.846687316894531e-05
Greedy,,10,13,0.0,1.5735626220703125e-05
PTAS,0.2,10,13,0.0,0.004403114318847656
PTAS,0.5,10,13,0.0,0.003967761993408203
PTAS,0.8,10,13,5.543977980644071,0.00011110305786132812
Greedy,,10,14,0.0,1.2159347534179688e-05
PTAS,0.2,10,14,0.0,0.0029387474060058594
PTAS,0.5,10,14,0.0,0.0027353763580322266
PTAS,0.8,10,14,3.5019033085161,0.00010585784912109375
Greedy,,10,15,39.73323879546084,2.6464462280273438e-05
PTAS,0.2,10,15,0.0,0.013210773468017578
PTAS,0.5,10,15,57.50282812278819,0.00012731552124023438
PTAS,0.8,10,15,100.0,4.100799560546875e-05
Greedy,,12,1,4.2783408679069215,2.1457672119140625e-05
PTAS,0.2,12,1,0.0,0.005670785903930664
PTAS,0.5,12,1,2.915905491710759,0.00021505355834960938
PTAS,0.8,12,1,6.03270759208701,8.320808410644531e-05
Greedy,,12,2,13.219757708437488,2.5033950805664062e-05
PTAS,0.2,12,2,0.0,0.025381803512573242
PTAS,0.5,12,2,12.066449956649974,0.0002837181091308594
PTAS,0.8,12,2,17.036090035526858,0.00013518333435058594
Greedy,,12,3,0.0,2.384185791015625e-05
PTAS,0.2,12,3,0.0,0.006218910217285156
PTAS,0.5,12,3,0.21158512520057637,0.000217437744140625
PTAS,0.8,12,3,29.773032210767873,0.00010061264038085938
Greedy,,12,4,6.064639692074926,2.3126602172851562e-05
PTAS,0.2,12,4,0.0,0.011094093322753906
PTAS,0.5,12,4,18.393455568640814,0.00022840499877929688
PTAS,0.8,12,4,19.5125322149288,7.319450378417969e-05
Greedy,,12,5,8.912325164982638,2.47955322265625e-05
PTAS,0.2,12,5,0.0,0.017553091049194336
PTAS,0.5,12,5,4.736024076111262,0.0001742839813232422
PTAS,0.8,12,5,8.871611263494685,0.00010538101196289062
Greedy,,12,6,7.955258719538044,2.2411346435546875e-05
PTAS,0.2,12,6,0.0,0.02756953239440918
PTAS,0.5,12,6,5.8249248116423,0.00015997886657714844
PTAS,0.8,12,6,100.0,8.440017700195312e-05
Greedy,,12,7,0.0,1.4781951904296875e-05
PTAS,0.2,12,7,0.0,0.003640413284301758
PTAS,0.5,12,7,4.069993031559852,0.00024700164794921875
PTAS,0.8,12,7,2.4166158763842196,0.00010180473327636719
Greedy,,12,8,0.0,2.2649765014648438e-05
PTAS,0.2,12,8,0.0,0.014043092727661133
PTAS,0.5,12,8,0.2644574784942414,0.0002467632293701172
PTAS,0.8,12,8,1.3198364989616713,8.940696716308594e-05
Greedy,,12,9,3.9877415870510884,1.7642974853515625e-05
PTAS,0.2,12,9,1.2343238742516794e-14,0.007358074188232422
PTAS,0.5,12,9,1.2343238742516794e-14,0.007291555404663086
PTAS,0.8,12,9,7.487772165913252,9.751319885253906e-05
Greedy,,12,10,14.155550110876908,1.71661376953125e-05
PTAS,0.2,12,10,0.0,0.008600234985351562
PTAS,0.5,12,10,8.15864613148139,0.00019073486328125
PTAS,0.8,12,10,2.8415282528359196,9.298324584960938e-05
Greedy,,12,11,16.883809145372393,1.9073486328125e-05
PTAS,0.2,12,11,2.619628136258969e-14,0.017726421356201172
PTAS,0.5,12,11,2.619628136258969e-14,0.01691269874572754
PTAS,0.8,12,11,4.6481850848590325,0.00014448165893554688
Greedy,,12,12,2.9547298750059805,2.5987625122070312e-05
PTAS,0.2,12,12,1.289241189404631e-14,0.011851072311401367
PTAS,0.5,12,12,1.289241189404631e-14,0.011085033416748047
PTAS,0.8,12,12,3.77554662257324,0.0001461505889892578
Greedy,,12,13,3.702779747233345,2.8371810913085938e-05
PTAS,0.2,12,13,0.0,0.0172731876373291
PTAS,0.5,12,13,0.0,0.016961097717285156
PTAS,0.8,12,13,1.446188000043535,0.0001270771026611328
Greedy,,12,14,7.609968350252602,1.9073486328125e-05
PTAS,0.2,12,14,0.0,0.016031742095947266
PTAS,0.5,12,14,16.162526129613603,0.0001857280731201172
PTAS,0.8,12,14,100.0,5.936622619628906e-05
Greedy,,12,15,20.555552969898315,2.2649765014648438e-05
PTAS,0.2,12,15,1.3406562704463855e-14,0.042719125747680664
PTAS,0.5,12,15,1.3406562704463855e-14,0.02633976936340332
PTAS,0.8,12,15,27.654465271855734,0.00014448165893554688
